Pinyin,Wade-Giles,Romatzyh,Palladiy
шенгxуе,шенгхсуех,шенгшыуе,шэнь шэнь
шенгжи,шенгчих,шенгйыр,ча шэнь
шенгхуофеи,шенгхуофеи,шенгхуоофеы,цзи шэн
шенгкиан,шенгчиен,шеенгчыан,шэн сюэ
шенгданйие,шенгтанчиех,шенкданнйые,шэн чжи
шенгxинг,шенгхсинг,шенкшынг,фэй хо шэн
шифу,шихфу,шыфу,цянь шэн
шишенг,шихшенг,шышенг,дань цзе шэн
ши’ер,шихерх,шырерл,шэн син
шийие,шихчиех,шырйые,фу ши
шики,шихчи,шырчи,шэн ши
шиши,шихших,шыршыр,эр ши
шижуанг,шихчуанг,шырюанг,цзе ши
ши,ших,шыр,ци ши
шизи,шихтзу,шыртзых,ши ши
шийиан,шихчиен,шырйианн,ши чжуан
шиыу,шихыу,шырыух,ши
шимин,шихмин,шыхмин,ши цзы
шихоу,шиххоу,шыххоуо,цзянь ши
шидиан,шихтиен,шыхдеан,ши юй
шиданг,шихтанг,шыхданк,минь ши
шоуцанг,шоуцанг,шоуцарнг,хоу ши
шоуку,шоучу,шоучеу,дянь ши
шоуыанг,шоуыанг,шоуыеанг,дан ши
шоуxуфеи,шоухсуфеи,шооушиухфеы,цан шоу
шоу,шоу,шооу,цюй шоу
шоуци,шоутзу,шооуцых,шоу ян
шоунао,шоунао,шооунао,фэй шоу сюй
шоуxи,шоухси,шооушыи,шоу
шоуxианг,шоухсианг,шооушианк,цы шоу
шуфанг,шуфанг,шуфарнг,нао шоу
шупиан,шупиен,шуупианн,шоу си
шутиао,шутиао,шуутыау,шоу сян
шуангда,шуангта,шуангдаа,фан шу
шуанг,шуанг,шоанг,пянь шу
шуини,шуини,шоеини,шу тяо
шуи,шуи,шуеы,да шуан
шун,шун,шуенн,шуан
шуомингшу,шуомингшу,шуомингшу,ни шуй
шуошихуа,шуошиххуа,шуошырхуах,шуй
сижанг,ссучанг,сыяанг,шунь
сиуоанг,ссууоанг,сыыуоанг,мин шу шо
сичу,ссучу,сыхчух,хуа ши шо
си,ссу,сых,чан сы
сонгли,сунгли,сонклии,сы ван
сонгxинг,сунгхсинг,сонкшынг,чу сы
сужи,сучих,сухйых,сы
суанле,суанле,суаннле,ли сун
суанши,суанших,суанншых,сун син
суи,суи,суеи,су чжи
суо,со,суоо,лэ суань
таши,таши,таши,суань ши
та,та,таа,суй
таиденг,таитенг,таирденг,со
таиыангненг,таиыангненг,таыыангненг,ши та
танки,танчи,таннчих,та
тансуо,тансо,таннсуоо,дэн тай
тантао,тантао,таннтао,нэн тай ян
танг,танг,танк,ци тань
тао,тао,тау,со тань
те,те,тех,тань тао
теда,тета,техдах,тан
теди,тети,техдих,тао
текуаи,текуаи,техкуаы,тэ
теыи,теи,техыих,да тэ
тенгтонг,тенгтунг,тернгтонк,ди тэ
ти,ти,ти,куай тэ
тийиао,тичиао,тыийиау,тэ и
тишенг,тишенг,тыишенг,тэн тун
тианран,тиенян,тианран,ти
тиантанг,тиентанг,тиантарнг,цзяо ти
тианxиа,тиенхсиа,тианшиах,шэн ти
тиан,тиен,тиан,жань тянь
тиан,тиен,тыан,тан тянь
тианйинг,тиенчинг,тыанйинк,тянь ся
тиаошуи,тиаошуи,тиауошоеи,тянь
тингку,тингчу,тингчеу,тянь
тонгбао,тунгпао,тонгбауо,цзин тянь
тонгдао,тунгтао,тонгдауо,шуй тяо
тонгхонг,тунгхунг,тонгхорнг,цюй тин
тонгхуа,тунгхуа,тонгхуах,бао тун
тонгxинг,тунгхсинг,тонгшынг,дао тун
тонгxун,тунгхсун,тонгшиунн,хун тун
тонг,тунг,торнг,хуа тун
тонгбао,тунгпао,торнгбау,тун син
тонгханг,тунгханг,торнгхарнг,тун сюнь
тонгки,тунгчи,торнгчи,тун
тонгыи,тунги,торнги,бао тун
тонгпаи,тунгпаи,торнгпаир,тун син
тоутенг,тоутенг,тоуртернг,ци тун
тоупиао,тоупиао,тоурпиауо,тун и
тоулу,тоулу,тоуолух,пай тун
тушу,тушу,туоушу,тэн тоу
туди,тути,туоудих,пяо тоу
туйинг,тучинг,туоуйинк,лу тоу
ту,ту,туу,шу ту
туандуи,туантуи,туоандуеы,ди ту
туичу,туичу,туеичу,цзин ту
туипиао,туипиао,туеыпиауо,ту
тун,тун,туен,дуй туань
туо,то,туо,чу туй
туо,то,туо,пяо туй
туоxие,тохсиех,туошые,тунь
уоа,уоа,уа,то
уоауоа,уоауоа,уоауоа,то
уоаиби,уоаипи,уоаыбих,то се
уоаибу,уоаипу,уоаыбух,ва
уоаичу,уоаичу,уоаычу,ва ва
уоаигуан,уоаикуан,уоаыгуан,би вай
уоаике,уоаико,уоаыке,бу вай
уоаилаи,уоаилаи,уоаылаи,чу вай
уоаитоу,уоаитоу,уоаытоу,гуань вай
уоаиыи,уоаии,уоаыи,кэ вай
уоаизи,уоаитзу,уоаытзы,лай вай
уоанку,уоанчу,уанчиу,тоу вай
уоанпи,уоанпи,уоанпыи,вай и
уоанкианг,уоанчианг,уоанчыанг,вай цзы
уоангхоу,уоангхоу,уоангхоуо,цюй вань
уоангзи,уоангтзу,уоангтзыы,пи вань
уоангба,уоангпа,уооангба,цян вань
уоангые,уоангыех,уооангыех,хоу ван
уоангхоу,уоангхоу,уооангхоуо,ван цзы
уоанглаи,уоанглаи,уооанглаи,ба ван
уоангниан,уоангниен,уооангниан,ван е
уоангйиан,уоангчиен,уоанкйианн,хоу ван
уоеийи,уоеичи,уеийи,лай ван
уоеиxие,уоеихсиех,уеишые,нянь ван
уоеиболу,уоеиполу,уеиболу,цзянь ван
уоеишенгсу,уоеишенгсу,уоеишенгсух,цзи вэй
уоеици,уоеитзу,уоеыцыы,вэй се
уоеихе,уоеихо,уоеыхер,бо лу вэй
уоеныу,уоеныу,уоеныу,су шэн вэй
уоопу,уоопу,уоохпух,цы вэй
уоуыун,уоуыун,уыун,хэ вэй
уоубиан,уоупиен,уоубиан,вэнь юй
уоугуан,уоукуан,уоугуан,пу во
уоуxиао,уоухсиао,уоушиауо,у юнь
уоудао,уоутао,уоуудао,бянь у
уоупин,уоупин,уоухпиин,гуань у
уоу,уоу,уоух,у сяо
xибаныаыу,хсипаныаыу,шибаныаыеу,дао у
xиду,хситу,шидуоу,пинь у
xишенг,хсишенг,шишенг,у
xиыифен,хсиифен,шииифеен,бань си я юй
xику,хсичу,шихчеу,ду си
xибао,хсипао,шихбау,шэн си
xиюн,хсичун,шихйиун,фэнь си и
xианфенг,хсиенфенг,шианфенг,цюй си
xиан,хсиен,шыан,бао си
xианчу,хсиенчу,шеанчу,цзюнь си
xиан,хсиен,шеан,фэн сянь
xианлу,хсиенлу,шианнлух,сянь
xианру,хсиеню,шианнрух,чу сянь
xиангшенг,хсиангшенг,шеангшенг,сянь
xиаохао,хсиаохао,шиаухауо,лу сянь
xиаомие,хсиаомиех,шиаумиех,жу сянь
xиаофеи,хсиаофеи,шеауфеы,шэн сян
xиаомаи,хсиаомаи,шеаумаы,хао сяо
xиаоыу,хсиаоыу,шеауыу,ме сяо
xиаолиан,хсиаолиен,шиауолеан,фэй сяо
xиаоронг,хсиаоюнг,шиауоронг,май сяо
xиаошенг,хсиаошенг,шиауошенг,сяо юй
xиехуи,хсиеххуи,шыехуеы,лянь сяо
xиешанг,хсиехшанг,шыешанг,жун сяо
xиетиао,хсиехтиао,шыетыау,шэн сяо
xиежу,хсиехчу,шыеюх,хуэй (хой) се
xиезилоу,хсиехтзулоу,шиеетзыхлоу,шан се
xиезитаи,хсиехтзутаи,шиеетзыхтаир,дяо се
xинлинг,хсинлинг,шинлинг,се чжу
xиныуан,хсиныуан,шиныуанн,лоу се цзы
xинзанг,хсинцанг,шинтзанк,тай се цзы
xинзангбинг,хсинцангпинг,шинтзанкбинк,лин синь
xинрен,хсинйен,шинрен,синь юань
xинxинг,хсинхсинг,шиншинг,синь цзан
xиныанг,хсиныанг,шинныеанг,бин синь цзан
xиныонг,хсиныунг,шинныонк,жэнь синь
xингуоанг,хсингуоанг,шингуоанк,синь син
xингченг,хсингченг,шынгчернг,синь ян
xинг,хсинг,шынг,синь юн
xионг,хсиунг,шионг,ван син
xионгшоу,хсиунгшоу,шионгшооу,чэн син
xиуче,хсиуче,шиоуче,син
xиужен,хсиучен,шиоуойен,сюн
xуан,хсуан,шыуан,шоу сюн
xуанжуан,хсуанчуан,шыуанйоан,чэ сю
xуанба,хсуанпа,шеуанбар,сю чжэнь
xуаню,хсуанчу,шеуанйеу,сюань
xуехуи,хсуеххуи,шыуехуеы,сюань чжуань
xуеыуан,хсуехыуан,шыуеыуан,ба сюань
